"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"36",36,"31","5.295","94.97955","Unknown","[M-H]-","","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.49","190715_Poo_QC-KM1906_D","94.97955:11424355 95.9829:447583 96.98626:210103","","5.351","5.914","4.946","4.896","5.267","5.302","5.303","4.913","5.362","4.941","5.309","5.296","5.319","5.304","5.256","5.283","4.988","7.013","4.892","5.283","4.999","5.301","4.949","4.936","4.956","5.214","5.465","4.93","4.887","5.332","5.281","5.357","5.28","5.299","4.966","4.852","5.01","5.284","5.261","5.267","5.299","5.264","5.681","5.779","5.245","5.301","5.737","5.81","5.666","5.955"
"37",37,"32","12.991","94.97967","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.86","190715_Std_4uMStdsMix2InMatrix_1","94.97967:3330276 95.98302:779827 96.98638:821408320","","12.974","12.948","13.042","13.041","12.974","12.909","12.896","12.791","12.822","13.035","12.882","13.031","13.063","12.93","13.031","12.927","12.98","13.263","12.837","12.919","13.013","12.912","13.109","12.81","12.903","12.907","12.851","12.894","13.777","13.174","12.906","12.881","12.819","12.814","12.838","12.753","12.926","12.657","13.101","12.867","12.994","13.028","13.01","13.025","12.948","12.965","13.876","12.949","13.01","12.947"
"38",38,"33","12.993","95.95102","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13.47","190715_Smp_FK180310S64C1-DCM_C","95.95102:722166 96.95437:1205801472 97.95773:10371320","","13.943","12.677","13.253","13.237","13.045","13.054","12.998","12.971","13.033","13.11","12.995","9.716","13.063","12.993","13.257","13.139","13.22","13.141","13.02","13.072","12.968","13.187","13.139","13.025","13.161","13.227","13.185","13.167","13.097","13.026","13.042","13.048","13.097","13.162","13.108","13.056","13.047","12.99","13.101","13.153","12.993","13.254","12.993","12.993","12.993","12.993","12.993","12.993","12.993","12.993"
"39",39,"34","9.742","95.979","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.51","190715_Smp_FK180310S62C1-DCM_C","95.979:227327 96.98235:6544750 97.98571:50599","","9.692","9.774","9.756","9.706","9.74","9.752","9.767","9.71","9.792","9.804","9.75","9.757","9.751","9.71","9.83","9.597","9.674","9.877","9.632","9.735","9.805","9.792","9.799","9.766","9.802","9.791","9.83","9.789","9.865","9.552","9.835","9.645","9.743","9.712","9.848","9.643","9.755","9.817","9.726","9.731","9.678","9.742","9.746","9.722","9.743","9.679","9.718","9.748","9.696","9.734"
"40",40,"35","13.409","95.98313","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16.09","190715_Poo_QC-KM1906_E","95.98313:791994 96.98648:2078596 97.98984:7971798","","13.868","14.226","13.208","13.312","13.464","13.183","13.433","13.435","13.351","13.423","13.47","13.006","13.408","13.403","13.439","13.423","13.146","13.022","13.05","13.193","13.632","13.169","13.645","13.564","13.193","13.242","13.59","13.544","13.536","13.296","13.602","13.078","12.957","13.011","13.545","12.966","13.575","13.37","13.509","13.153","13.252","13.495","13.875","14.032","13.327","13.416","13.435","13.384","13.887","14.122"
"41",41,"36","13.247","96.71333","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4820.85","190715_Poo_TruePooFK180310_Fullneg240","96.71333:1732887 97.71668:0 98.72004:0","","13.247","14.3","13.299","13.462","13.245","13.266","13.24","12.956","13.108","13.243","13.236","13.224","13.156","13.247","13.287","13.243","13.206","13.096","13.05","13.3","13.12","13.231","13.186","13.146","13.223","13.212","13.167","13.256","13.064","13.192","13.146","13.126","13.112","13.192","13.123","12.996","13.242","13.112","13.101","13.242","13.247","12.983","13.247","13.247","13.247","13.247","13.247","13.247","13.247","14.346"
"42",42,"37","13.58","96.71393","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8452.13","190715_Smp_FK180310S64C1-DCM_C","96.71393:1480004 97.71728:0 98.72064:0","","13.973","14.151","13.299","13.297","13.589","13.561","13.553","13.572","13.259","13.243","13.583","13.574","13.539","13.784","13.287","13.243","13.206","13.536","13.695","13.719","13.553","13.321","13.537","13.579","13.558","13.519","13.59","13.256","13.491","13.596","13.572","13.59","13.637","13.65","13.515","13.483","13.242","13.551","13.63","13.242","13.58","13.58","13.89","14.032","13.737","13.58","13.921","14.091","13.977","14.196"
"43",43,"38","13.333","96.86995","Unknown","[M-H]-","","0.62","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7010.57","190715_Poo_TruePooFK180310_Fullneg240","96.86995:1746434 97.8733:0 98.87666:0","","12.762","13.333","13.314","13.282","13.356","13.355","13.364","12.971","13.485","13.303","13.321","13.335","13.306","13.829","13.469","13.258","13.235","13.201","13.142","13.33","13.198","13.306","13.139","13.161","13.237","13.242","13.167","13.152","13.369","13.192","13.221","13.111","13.079","13.118","13.048","13.086","13.274","13.142","13.175","13.183","13.333","13.333","13.935","14.062","13.333","13.22","13.906","14.001","13.917","13.445"
"44",44,"39","9.324","96.92095","Unknown","[M-H]-","","0.34","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.11","190715_Poo_TruePooFK180310_DDAneg20","96.92103:638665 97.92438:0 98.92774:0","55.08391:6911 56.50206:7017 66.99439:8262 68.36765:6001 71.24582:7525 79.63687:6196 80.36276:6224 88.59256:7464 88.70456:7460 89.95153:6903 90.79084:6270 96.92107:47252 96.95895:51642 96.97649:7619","9.295","9.376","9.267","9.267","9.549","9.341","8.935","9.374","9.502","9.253","9.506","9.622","9.533","9.264","9.237","9.277","9.245","9.248","9.232","9.148","9.619","9.318","9.215","9.595","9.539","9.157","9.357","7.6","9.554","9.582","8.536","9.336","9.557","9.249","9.575","9.245","9.493","9.404","9.543","9.351","9.324","9.092","9.393","9.387","9.324","9.324","9.369","9.35","9.433","9.413"
"45",45,"40","13.227","96.94058","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","66872.23","190715_Smp_FK180310S62C1-DCM_B","96.94058:1983372544 97.94393:20074804 98.94729:114799816","","13.323","13.279","13.284","13.312","13.218","13.199","13.215","12.971","13.123","13.154","13.209","13.204","13.184","13.129","13.242","13.229","13.235","13.171","13.065","13.238","13.088","13.187","13.153","13.193","13.223","13.242","13.2","13.241","13.079","13.085","13.176","13.111","13.097","13.147","13.138","13.011","13.242","13.097","13.086","13.168","13.237","13.163","13.208","13.295","13.206","13.16","13.238","13.294","13.147","14.181"
"46",46,"41","13.38","96.95885","Unknown","[M-H]-","","1","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13702.18","190715_Poo_TruePooFK180310_DDAneg20","96.95894:1622114304 97.96229:16125696 98.96565:88270200","52.19984:374200 53.30947:357283 53.70927:375100 54.0923:368963 55.36712:377243 56.71075:344155 67.06347:425110 69.6028:370083 73.23956:415694 79.95621:106048216 96.71453:607441 96.90876:2432492 96.95896:1492839168 97.00715:1026847 97.011:1274939 97.02856:610575","13.973","14.196","13.284","13.312","13.163","12.764","13.185","12.971","13.123","13.154","13.162","12.782","14.129","13.847","13.242","13.229","13.235","13.171","13.065","13.238","13.088","13.187","13.153","13.193","13.223","13.242","13.2","13.241","13.079","13.085","13.176","13.111","13.097","13.147","13.138","13.011","13.242","14.281","13.086","13.168","13.934","14.203","13.92","14.077","12.266","14.185","13.921","14.016","13.917","14.181"
"47",47,"42","15.079","96.95892","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","78.83","190715_Smp_FK180310S62C1-DCM_B","96.95892:54582988 97.96227:654185 98.96563:4667506","","15.822","15.22","15.162","15.099","15.065","15.406","15.063","14.919","15.527","14.993","14.985","15.061","14.655","15.23","15.198","15.024","15.005","14.713","15.407","14.434","14.545","14.625","15.444","15.038","15.145","15.082","14.971","15.018","14.784","15.32","15.054","14.859","15.566","14.531","14.987","15.091","14.827","15.991","14.856","15.635","15.089","14.972","15.087","14.982","15.058","15.044","15.002","14.981","15.04","14.996"
"48",48,"43","9.687","96.96863","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","61.31","190715_Poo_TruePooFK180310_DDAneg35","96.96869:11249618 97.97204:115153 98.9754:4559946","50.9637:6482 55.55462:6448 59.97227:6194 68.8082:7452 75.97002:7070 78.96571:10952 96.92101:29911","9.555","9.88","9.681","9.751","9.671","9.672","9.683","9.543","9.594","9.665","9.683","9.711","9.685","10.113","9.39","9.445","9.492","9.678","9.525","9.612","9.713","9.608","9.705","9.625","9.601","9.651","9.739","9.575","9.692","9.659","9.637","9.506","9.588","9.621","9.652","9.49","9.618","9.604","9.635","9.504","11.123","11.436","9.438","9.509","9.652","9.619","9.49","9.639","9.311","9.642"
"49",49,"44","8.771","96.96864","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.29","190715_Smp_FK180310S80C1-DCM_B","96.96864:8327918 97.97199:112357 98.97535:3830370","","9.34","8.593","8.627","8.598","8.776","8.101","10.116","9.924","8.935","8.733","10.125","7.999","8.142","8.405","8.777","8.728","8.705","8.619","8.646","8.916","8.735","8.569","8.644","8.83","8.619","8.619","8.33","8.748","8.623","8.478","8.735","8.488","8.876","8.73","8.501","8.829","8.814","8.816","8.409","8.646","8.73","8.868","8.452","8.665","8.794","8.852","8.327","8.441","9.311","8.644"
"50",50,"45","13.364","97.00817","Unknown","[M-H]-","","0.56","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.66","190715_Poo_TruePooFK180310_DDAneg20","97.00817:3344959 98.01152:218195 99.01488:0","50.6988:394227 62.40374:300301 79.95621:78020240 96.71194:503350 96.7151:464205 96.8692:409777 96.90688:881593 96.91065:829208 96.95895:1087408256 97.009:1867880 97.04734:498038","13.186","14.121","13.284","13.387","13.067","13.05","13.326","13.046","13.381","13.065","13.373","13.371","13.324","14.107","13.227","13.258","13.25","13.322","13.436","13.3","13.275","13.413","13.064","13.07","13.406","13.409","13.185","13.196","13.05","13.371","13.402","13.203","13.219","13.251","13.123","13.071","13.197","13.035","13.372","13.108","13.373","13.435","13.95","13.596","13.312","13.371","13.906","14.016","13.857","14.196"
"51",51,"46","13.363","97.20499","Unknown","[M-H]-","","0.72","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11329.01","190715_Smp_FK180310S62C1-DCM_B","97.20499:1720029 98.20834:0 99.2117:0","","13.928","14.151","13.299","13.297","13.382","13.34","13.349","12.956","13.092","13.08","13.356","13.351","13.343","13.784","13.287","13.243","13.206","13.171","13.05","13.3","13.12","13.261","13.215","13.146","13.237","13.409","13.167","13.256","13.05","13.326","13.176","13.233","13.112","13.298","13.123","13.011","13.242","13.171","13.101","13.242","13.363","13.363","13.363","14.032","13.363","13.363","13.921","14.061","13.977","14.361"
"52",52,"47","13.373","98.95465","Unknown","[M-H]-","","0.96","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1971.14","190715_Poo_TruePooFK180310_DDAneg20","98.95472:87610776 99.95807:0 100.96143:409633","50.02114:22339 57.03339:40542 63.18275:26703 79.95622:475146 81.95203:7000406 81.96046:710617 98.70234:126391 98.86272:57484 98.90302:84772 98.95486:107916752 98.9626:18776906 99.00488:48985 99.00822:45659 99.02819:36473 99.04525:35995","13.973","14.196","13.284","13.312","13.155","13.203","13.173","12.971","13.123","13.154","13.145","13.168","14.129","13.829","13.227","13.229","13.235","13.171","13.065","13.238","13.12","13.169","13.168","13.193","13.208","13.242","13.2","13.241","13.079","13.07","13.176","13.111","13.097","13.162","13.123","13.011","13.242","13.08","13.086","13.168","13.707","13.917","13.92","14.062","13.706","14.26","13.921","14.016","13.917","14.181"
"53",53,"48","9.583","98.96568","Unknown","[M-H]-","","0.88","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","45.23","190715_Poo_TruePooFK180310_DDAneg20","98.96574:4477231 99.96909:0 100.97245:0","50.37734:6469 57.03339:65277 63.84964:6912 64.88857:6868 67.77792:6758 72.25609:6386","9.585","9.589","9.527","9.101","9.667","9.676","9.662","9.543","9.594","9.681","9.609","9.711","9.675","9.51","9.436","9.46","9.492","9.678","9.525","9.612","9.713","9.592","9.69","9.61","9.618","9.651","9.739","9.575","9.74","9.659","9.637","9.506","9.588","9.621","9.652","9.49","9.618","9.62","9.635","9.504","10.399","9.697","9.146","9.585","9.231","9.379","9.505","9.624","9.497","9.657"
"54",54,"49","8.54","98.96569","Unknown","[M-H]-","","0.52","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","19.27","190715_Poo_TruePooFK180310_DDAneg50","98.96574:892589 99.96909:0 100.97245:56249","51.79619:8638 57.03336:88781 97.83757:6240 98.61619:7674 99.00764:7285 99.04402:32727","9.264","8.54","8.565","8.583","8.548","8.535","8.043","8.677","8.476","8.718","8.529","8.556","8.152","9.264","8.255","8.804","8.522","8.588","8.631","8.315","8.38","8.554","8.768","8.569","8.497","8.65","8.774","8.61","8.623","8.478","8.536","8.473","8.553","8.76","8.625","8.66","8.397","8.648","8.409","8.646","8.55","8.898","9.146","8.54","9.231","8.54","7.83","8.111","8.54","8.54"
"55",55,"50","13.327","100.95881","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17.77","190715_Poo_TruePooFK180310_Full1","100.95881:928652 101.96216:0 102.96552:0","","13.327","14.181","13.346","13.327","13.303","13.34","13.364","12.956","13.108","13.258","13.324","13.315","13.362","13.327","13.302","13.348","13.25","13.201","13.328","13.27","13.383","13.187","13.153","13.316","13.285","13.364","13.351","13.301","13.079","13.251","13.313","13.156","13.327","13.162","13.274","12.981","13.289","13.248","13.434","13.138","13.327","13.327","13.162","14.062","13.236","13.327","13.83","14.001","13.524","13.309"
"56",56,"51","19.389","100.98443","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","42.29","190715_Smp_FK180310S62C1-DCM_B","100.98443:18349224 101.98778:176526 102.99114:226133","","19.188","19.529","19.451","19.322","19.395","19.392","19.161","19.767","19.415","19.396","19.392","19.406","19.373","19.485","19.367","19.405","19.426","19.115","19.321","19.336","19.954","19.363","19.209","18.451","19.026","19.189","19.969","19.404","19.232","19.709","18.716","19.655","19.414","19.351","19.138","19.45","19.183","19.81","19.399","19.278","19.384","19.375","19.93","19.418","19.334","19.458","19.296","19.403","19.346","19.508"
"57",57,"52","10.119","100.98454","Unknown","[M-H]-","","0.2","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.22","190715_Poo_TruePooFK180310_DDAneg20","100.98454:797443 101.98789:0 102.99125:530644","52.8344:6475 54.13555:7453 56.99462:16974 57.03341:19721 58.70209:6972 62.05759:8615 63.10036:7323 65.93451:6920 68.16727:6478 74.99262:179415 78.90894:6459 83.05492:8056 85.67957:6411 93.99039:7322 96.12246:8008 98.44427:7347 100.92488:49925 100.94491:12235 100.96005:12402 101.02332:7383 101.05968:22396","10.125","10.395","10.103","10.066","11.131","10.121","10.116","10.152","10.186","10.107","10.125","10.132","10.098","10.067","10.042","10.099","10.157","9.998","9.905","10.074","10.081","9.822","10.136","10.108","10.136","9.929","10.072","9.971","10.2","10.042","10.153","10.077","9.866","10.17","10.123","10.068","10.226","10.062","10.044","10.17","10.04","10.087","10.18","10.172","10.15","10.145","10.153","10.152","10.146","10.005"
