"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"32",32,"27","8.825","94.92391","Unknown","[M-H]-","","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","31.01","190715_Poo_TruePooFK180310_Fullneg120","94.92391:8041992 95.92726:0 96.93062:4860628","","94.92391","94.92391","94.92394","94.92391","94.92398","94.92394","94.92397","94.92391","94.92389","94.92397","94.92393","94.92391","94.92391","94.92391","94.9239","94.92399","94.92393","94.92393","94.92393","94.92391","94.92391","94.9239","94.9239","94.92388","94.92392","94.9239","94.92392","94.92395","94.92388","94.9239","94.92392","94.92391","94.9239","94.92387","94.92385","94.92391","94.92389","94.9239","94.92391","94.92394","94.92391","94.92391","94.92391","94.92391","94.92391","94.92391","94.92391","94.92391","94.92391","94.92391"
"33",33,"28","9.467","94.92391","Unknown","[M-H]-","adduct linked to 116_[M+Cl]-; similar chromatogram in higher mz_39","0.82","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","38.46","190715_Poo_TruePooFK180310_DDAneg35","94.92393:2193796 95.92728:0 96.93064:858208","56.76255:6097 56.90789:7366 57.22867:6558 60.73103:7038 63.65205:8438 63.94067:7556 69.78148:6443 76.78153:6075 76.96886:282168 78.17:6597 90.33135:6833 94.92395:185782 94.97948:159634 94.98263:12286","94.92391","94.92393","94.92391","94.92391","94.92397","94.92393","94.92398","94.9239","94.92391","94.92399","94.92392","94.92391","94.92392","94.92385","94.92391","94.924","94.92395","94.9239","94.9239","94.92392","94.9239","94.92391","94.92393","94.92389","94.9239","94.92395","94.92393","94.92395","94.92387","94.92392","94.92391","94.92392","94.92391","94.92387","94.92389","94.9239","94.92392","94.9239","94.92393","94.92393","94.92391","94.92391","94.92386","94.92387","94.92391","94.92391","94.9239","94.92389","94.92397","94.92388"
"34",34,"29","7.777","94.97949","w/o MS2:Ingalls_Methylphosphonic Acid","[M-H]-","","0.42","False","11","94.9795","","","","","530","True","True","False","","False","False","null","null","100","99.9","null","null","null","9.78","190715_Std_H2OinMatrix_2","94.97949:8764883 95.98284:353456 96.9862:126338","","94.97949","94.97949","94.97943","94.97952","94.97949","94.97949","94.97949","94.97949","94.97949","94.97948","94.97949","94.97949","94.97949","94.97949","94.97949","94.97949","94.97949","94.97949","94.97949","94.9795","94.97942","94.97942","94.97942","94.97944","94.97949","94.97949","94.97949","94.97947","94.97942","94.97944","94.97946","94.97945","94.97945","94.97944","94.97949","94.97942","94.97944","94.97949","94.97945","94.97945","94.97949","94.97949","94.97949","94.97949","94.97949","94.97949","94.97952","94.97949","94.97949","94.97949"
"35",35,"30","10.09","94.97952","Unknown","[M-H2O-H]-","adduct linked to 172_[M+Cl]-","0.68","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","66.7","13.83","190715_Poo_TruePooFK180310_DDAneg20","94.97952:2626846 95.98287:205171 96.98623:8020772","55.00479:7325 59.96602:16033 75.96101:16494 76.96889:3223846 78.91765:18994 79.99649:8065 84.61099:7059 85.47231:6793 86.1125:7168 91.30093:8524 94.91267:46924 94.92404:9981 94.95612:58488 94.97952:1661331 95.02402:33472","94.97947","94.97948","94.97952","94.97952","94.97952","94.97952","94.97953","94.97952","94.97952","94.97952","94.97945","94.97952","94.97947","94.97952","94.97947","94.97952","94.97948","94.97945","94.97946","94.97948","94.97943","94.97947","94.97944","94.97945","94.97945","94.97949","94.97947","94.97952","94.9794","94.97947","94.97945","94.97945","94.97944","94.97943","94.97942","94.97942","94.97952","94.97942","94.97945","94.97945","94.97952","94.97952","94.97952","94.97941","94.97952","94.97952","94.97945","94.97952","94.97952","94.97952"
"36",36,"31","5.295","94.97955","Unknown","[M-H]-","","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.49","190715_Poo_QC-KM1906_D","94.97955:11424355 95.9829:447583 96.98626:210103","","94.97955","94.97955","94.97955","94.97959","94.97955","94.97955","94.97955","94.97945","94.97955","94.97955","94.97955","94.97955","94.97955","94.97955","94.97955","94.97955","94.97952","94.97945","94.97944","94.97955","94.9795","94.97955","94.97951","94.97946","94.97951","94.97955","94.97946","94.9795","94.97946","94.97955","94.97955","94.97955","94.97955","94.97955","94.97946","94.9795","94.97952","94.97955","94.97955","94.97955","94.97955","94.97955","94.9796","94.97948","94.97955","94.97955","94.97958","94.97945","94.97959","94.97946"
"37",37,"32","12.991","94.97967","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.86","190715_Std_4uMStdsMix2InMatrix_1","94.97967:3330276 95.98302:779827 96.98638:821408320","","94.97967","94.97967","94.97967","94.97948","94.97967","94.9795","94.97952","94.97942","94.97967","94.97967","94.97945","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97951","94.97967","94.97967","94.97967","94.97967","94.97967","94.97948","94.97967","94.97947","94.97946","94.97967","94.97944","94.97967","94.97967","94.9794","94.97942","94.97939","94.97967","94.97944","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967","94.97967"
"38",38,"33","12.993","95.95102","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13.47","190715_Smp_FK180310S64C1-DCM_C","95.95102:722166 96.95437:1205801472 97.95773:10371320","","95.95095","95.95102","95.95102","95.95102","95.95101","95.95102","95.95102","95.95107","95.95107","95.95107","95.95102","95.95665","95.95125","95.95102","95.95103","95.95102","95.95105","95.95113","95.951","95.95102","95.95102","95.95102","95.95103","95.95102","95.95101","95.95112","95.95112","95.95102","95.95102","95.95102","95.95102","95.95102","95.95102","95.95097","95.95102","95.95102","95.95102","95.95102","95.95102","95.95108","95.95102","95.95102","95.95102","95.95102","95.95102","95.95102","95.95102","95.95102","95.95102","95.95102"
"39",39,"34","9.742","95.979","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.51","190715_Smp_FK180310S62C1-DCM_C","95.979:227327 96.98235:6544750 97.98571:50599","","95.979","95.979","95.979","95.979","95.979","95.979","95.979","95.97895","95.979","95.979","95.979","95.979","95.979","95.979","95.979","95.97912","95.979","95.97898","95.97902","95.97893","95.979","95.979","95.979","95.979","95.979","95.97903","95.979","95.97895","95.979","95.979","95.979","95.979","95.979","95.979","95.97898","95.97894","95.979","95.97894","95.97903","95.979","95.979","95.979","95.979","95.979","95.979","95.979","95.979","95.979","95.979","95.979"
"40",40,"35","13.409","95.98313","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16.09","190715_Poo_QC-KM1906_E","95.98313:791994 96.98648:2078596 97.98984:7971798","","95.98314","95.98312","95.98313","95.98325","95.98313","95.98318","95.98313","95.98313","95.98313","95.98313","95.98313","95.98319","95.98313","95.98313","95.98313","95.98313","95.98314","95.98315","95.98309","95.98313","95.98313","95.98313","95.98313","95.98313","95.98313","95.98313","95.98313","95.98313","95.98313","95.98313","95.98313","95.98311","95.98318","95.98308","95.98313","95.98314","95.98313","95.98313","95.98313","95.98313","95.98313","95.98313","95.98312","95.98308","95.98313","95.98313","95.98313","95.98313","95.98316","95.98312"
"41",41,"36","13.247","96.71333","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4820.85","190715_Poo_TruePooFK180310_Fullneg240","96.71333:1732887 97.71668:0 98.72004:0","","96.71333","96.7139","96.71333","96.714","96.71333","96.71333","96.71333","96.71381","96.71376","96.71333","96.71333","96.71333","96.71333","96.71333","96.71333","96.71333","96.71333","96.71402","96.71379","96.71333","96.71375","96.71333","96.71333","96.71371","96.71333","96.71333","96.71397","96.71333","96.71362","96.71333","96.71388","96.71356","96.71386","96.71333","96.71356","96.71374","96.71333","96.7137","96.71373","96.71333","96.71333","96.71333","96.71333","96.71333","96.71333","96.71333","96.71333","96.71333","96.71333","96.71397"
"42",42,"37","13.58","96.71393","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8452.13","190715_Smp_FK180310S64C1-DCM_C","96.71393:1480004 97.71728:0 98.72064:0","","96.71422","96.71351","96.71385","96.71394","96.71393","96.71393","96.71393","96.71393","96.71396","96.71413","96.71393","96.71393","96.71393","96.71365","96.71412","96.71409","96.71398","96.71393","96.71393","96.71393","96.71393","96.71354","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71393","96.71387","96.71393","96.71393","96.71397","96.71393","96.71393","96.71393","96.71394","96.71393","96.71393","96.71383","96.714","96.71379","96.71384"
"43",43,"38","13.333","96.86995","Unknown","[M-H]-","","0.62","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7010.57","190715_Poo_TruePooFK180310_Fullneg240","96.86995:1746434 97.8733:0 98.87666:0","","96.86995","96.86995","96.8697","96.8698","96.86995","96.86995","96.86995","96.86978","96.86995","96.8698","96.86995","96.86995","96.86995","96.86967","96.86995","96.87","96.86982","96.86982","96.86995","96.8697","96.86995","96.86995","96.8698","96.86977","96.86995","96.86996","96.8698","96.86966","96.86995","96.86973","96.86969","96.86977","96.8698","96.86974","96.86981","96.86972","96.86979","96.86975","96.86983","96.86977","96.86995","96.86995","96.86977","96.86967","96.86995","96.86995","96.86977","96.86977","96.86986","96.86995"
"44",44,"39","9.324","96.92095","Unknown","[M-H]-","","0.34","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.11","190715_Poo_TruePooFK180310_DDAneg20","96.92103:638665 97.92438:0 98.92774:0","55.08391:6911 56.50206:7017 66.99439:8262 68.36765:6001 71.24582:7525 79.63687:6196 80.36276:6224 88.59256:7464 88.70456:7460 89.95153:6903 90.79084:6270 96.92107:47252 96.95895:51642 96.97649:7619","96.92095","96.92095","96.92095","96.92095","96.92103","96.92095","96.92102","96.92095","96.92095","96.92095","96.92098","96.92097","96.92098","96.92095","96.92095","96.92095","96.92095","96.92095","96.92095","96.92095","96.92094","96.92095","96.92095","96.92095","96.92101","96.92097","96.92095","96.91063","96.92093","96.92096","96.92095","96.92095","96.92096","96.92095","96.92097","96.92095","96.92095","96.92095","96.92099","96.92095","96.92095","96.92095","96.92095","96.92095","96.92095","96.92095","96.92095","96.92095","96.92095","96.92095"
"45",45,"40","13.227","96.94058","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","66872.23","190715_Smp_FK180310S62C1-DCM_B","96.94058:1983372544 97.94393:20074804 98.94729:114799816","","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94207","96.94058","96.94064","96.94058","96.94058","96.94058","96.94105","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94134","96.94135","96.94058","96.94058","96.94241","96.94058","96.94136","96.9404","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94058","96.94081"
"46",46,"41","13.38","96.95885","Unknown","[M-H]-","","1","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13702.18","190715_Poo_TruePooFK180310_DDAneg20","96.95894:1622114304 97.96229:16125696 98.96565:88270200","52.19984:374200 53.30947:357283 53.70927:375100 54.0923:368963 55.36712:377243 56.71075:344155 67.06347:425110 69.6028:370083 73.23956:415694 79.95621:106048216 96.71453:607441 96.90876:2432492 96.95896:1492839168 97.00715:1026847 97.011:1274939 97.02856:610575","96.95887","96.95887","96.95885","96.95891","96.95894","96.95902","96.95892","96.95882","96.95888","96.95892","96.95883","96.959","96.95895","96.95882","96.95886","96.95895","96.95885","96.95888","96.95883","96.95889","96.95885","96.95884","96.95885","96.95882","96.95886","96.95893","96.95888","96.95889","96.95885","96.95885","96.95885","96.95886","96.95882","96.95882","96.95883","96.95883","96.95888","96.95893","96.95885","96.95889","96.95895","96.95892","96.95888","96.95885","96.96851","96.95891","96.95887","96.95884","96.95891","96.95884"
"47",47,"42","15.079","96.95892","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","78.83","190715_Smp_FK180310S62C1-DCM_B","96.95892:54582988 97.96227:654185 98.96563:4667506","","96.95893","96.95892","96.95892","96.95892","96.95892","96.95901","96.95892","96.95892","96.95895","96.95892","96.95898","96.95892","96.95897","96.95891","96.95892","96.95901","96.95892","96.95897","96.95892","96.95896","96.95892","96.95892","96.95892","96.95892","96.95892","96.95896","96.95896","96.95892","96.95892","96.95892","96.95892","96.95892","96.95895","96.95894","96.95892","96.95893","96.95892","96.95893","96.95896","96.95892","96.95892","96.95892","96.95892","96.95892","96.95892","96.95892","96.95892","96.95892","96.95892","96.95892"
"48",48,"43","9.687","96.96863","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","61.31","190715_Poo_TruePooFK180310_DDAneg35","96.96869:11249618 97.97204:115153 98.9754:4559946","50.9637:6482 55.55462:6448 59.97227:6194 68.8082:7452 75.97002:7070 78.96571:10952 96.92101:29911","96.96861","96.96861","96.96863","96.96863","96.96869","96.96869","96.96871","96.96861","96.96864","96.96872","96.96863","96.96866","96.96865","96.96861","96.96864","96.96872","96.96865","96.96864","96.96864","96.96865","96.96861","96.96864","96.96864","96.96861","96.96863","96.96867","96.96866","96.96866","96.96861","96.96863","96.96864","96.96862","96.96862","96.96864","96.96861","96.96861","96.96864","96.9686","96.96863","96.96863","96.96852","96.96851","96.96863","96.96861","96.96863","96.96863","96.96861","96.96859","96.96864","96.96861"
"49",49,"44","8.771","96.96864","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.29","190715_Smp_FK180310S80C1-DCM_B","96.96864:8327918 97.97199:112357 98.97535:3830370","","96.96866","96.96864","96.96864","96.96871","96.96864","96.96865","96.96872","96.96862","96.96864","96.96869","96.96867","96.96867","96.96865","96.96864","96.96864","96.96871","96.96865","96.96866","96.96862","96.96867","96.96864","96.96863","96.96864","96.96864","96.96864","96.96867","96.96865","96.96864","96.96858","96.96863","96.96865","96.96864","96.9686","96.96863","96.96858","96.96864","96.96864","96.96861","96.96864","96.96864","96.96864","96.96864","96.96864","96.96864","96.96864","96.96864","96.96864","96.96864","96.96865","96.96864"
"50",50,"45","13.364","97.00817","Unknown","[M-H]-","","0.56","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.66","190715_Poo_TruePooFK180310_DDAneg20","97.00817:3344959 98.01152:218195 99.01488:0","50.6988:394227 62.40374:300301 79.95621:78020240 96.71194:503350 96.7151:464205 96.8692:409777 96.90688:881593 96.91065:829208 96.95895:1087408256 97.009:1867880 97.04734:498038","97.00817","97.00893","97.00851","97.00817","97.00817","97.00838","97.00817","97.00835","97.00817","97.00854","97.00817","97.00817","97.00817","97.01019","97.00851","97.00832","97.00828","97.00817","97.00817","97.00817","97.00831","97.00817","97.00872","97.00866","97.00817","97.00817","97.00838","97.00827","97.00828","97.00817","97.00817","97.00999","97.00856","97.00817","97.00824","97.00832","97.00842","97.00814","97.00817","97.0086","97.00817","97.00817","97.00912","97.00817","97.00817","97.00817","97.00969","97.00879","97.00922","97.00813"
