"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49","NA.","NA..1"
"35",35,"30","10.09","94.97952","Unknown","[M-H2O-H]-","adduct linked to 172_[M+Cl]-","0.68","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","66.7","13.83","190715_Poo_TruePooFK180310_DDAneg20","94.97952:2626846 95.98287:205171 96.98623:8020772","55.00479:7325 59.96602:16033 75.96101:16494 76.96889:3223846 78.91765:18994 79.99649:8065 84.61099:7059 85.47231:6793 86.1125:7168 91.30093:8524 94.91267:46924 94.92404:9981 94.95612:58488 94.97952:1661331 95.02402:33472","19899072","95063176","30591908","56634508","18464966","22617606","23506728","119448528","96213864","86369296","7313516","6740746","62213024","91494304","55212232","41055952","40969208","66339484","98696376","61541960","41741152","101147160","45340912","95839816","94192888","70239600","94154960","110727656","27927400","97084248","141415248","28186378","103942848","105629488","84231224","86268464","40756832","58349296","45403464","105406632","14758287","62710888","24740534","105092488","5518246","14241785","44273936","23482134","12133449","95314088","61612759.09","36282961.4908454"
"36",36,"31","5.295","94.97955","Unknown","[M-H]-","","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.49","190715_Poo_QC-KM1906_D","94.97955:11424355 95.9829:447583 96.98626:210103","","41226448","452058944","326983808","353429408","24986424","23242582","10759333","119276480","43892988","177435264","11056247","12271860","33453274","56479952","43480768","43441232","202922720","143402960","123291216","38226872","86962256","29000244","144734928","131929336","161310144","65596260","49314104","183344000","136493968","33702580","44984164","38107156","59099624","53788492","103454016","319939936","164183856","43379736","41951660","33299108","18115558","35569056","167768032","205959936","16331814","22611778","158000912","295472544","205509328","181680048","110258267.08","102389638.272177"
"37",37,"32","12.991","94.97967","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.86","190715_Std_4uMStdsMix2InMatrix_1","94.97967:3330276 95.98302:779827 96.98638:821408320","","8781349","16278435","32971298","30386502","7412898","5967414","17636860","34918412","44126716","12169043","2893958","3674605","3921108","24166506","33027128","43353988","23416410","9074585","30625626","36446184","10606197","33039318","8292114","49438176","37869776","43191820","29362492","57498204","26397162","7625599","40954064","29639446","35815024","38107004","35162136","40062724","21801424","29681900","9539917","43317152","6113346","18907364","7073149","24991386","5951651","21749894","41561088","17660128","10676893","14496605","24356643.58","14450300.888795"
"38",38,"33","12.993","95.95102","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13.47","190715_Smp_FK180310S64C1-DCM_C","95.95102:722166 96.95437:1205801472 97.95773:10371320","","5273318","48320","2339394","2525012","1540199","3172948","838109","5796888","3056223","7023055","539294","753938","3205983","0","6429236","3029734","4141172","4399138","3678200","1266905","3300690","6579794","7179490","2409050","7641433","9455629","4900400","8548450","12323242","4302243","1901409","5280518","6366746","4485194","6150667","7386330","776607","2372353","6674083","6963471","0","49463","0","0","0","0","0","0","0","0","3482086.55007813","3072976.61052824"
"39",39,"34","9.742","95.979","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.51","190715_Smp_FK180310S62C1-DCM_C","95.979:227327 96.98235:6544750 97.98571:50599","","84575","209491","2407965","2662935","224353","193708","584247","1572846","1986276","1376621","142811","493615","258705","372170","1745709","1534774","1768914","2009824","1656597","2010337","970707","2790146","927543","985161","1429564","1628154","697825","2695474","1329273","43432","1782684","2228750","1517249","735136","1837145","1552789","1440798","2366335","964126","2149376","722724","1643031","535745","1047027","578801","1969568","291808","1592632","323908","565355","1252774.7809375","778235.099467386"
"40",40,"35","13.409","95.98313","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16.09","190715_Poo_QC-KM1906_E","95.98313:791994 96.98648:2078596 97.98984:7971798","","3179906","3498197","9466507","4676416","175901","1863321","82443","124872","161812","152741","31036","1140826","268468","966259","169385","292237","6522064","6260143","6412604","2031054","135630","1753861","429216","245478","2721778","1315155","161591","520087","113924","219790","121271","2772206","3075175","3969017","140996","6174971","345772","254886","166939","3321974","240170","1411575","4896185","6521264","204220","693264","215477","836826","5104258","4746564","2006114.22371094","2386709.93748748"
"41",41,"36","13.247","96.71333","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4820.85","190715_Poo_TruePooFK180310_Fullneg240","96.71333:1732887 97.71668:0 98.72004:0","","0","4330344","11344161","3873004","1867180","5651119","2447599","18552008","12672393","11039352","1492340","3319004","7766562","0","8372531","5919566","6786868","9392050","10549640","11660804","13199167","5495252","13904559","15281942","8649933","5691098","16145534","19266092","17925338","9755782","11081733","12387311","10851638","8209764","11563827","11439053","13738270","21336084","9015699","16351194","0","46941","0","0","0","0","0","0","0","2911938","7825693.42578125","6132199.1651132"
"42",42,"37","13.58","96.71393","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8452.13","190715_Smp_FK180310S64C1-DCM_C","96.71393:1480004 97.71728:0 98.72064:0","","7205606","8007972","11344161","10393037","1776232","2034031","2207121","5360480","11288441","17070796","1494232","2459967","2803330","5542470","8372532","5919566","6786868","6700578","1969004","2929720","6028065","9062956","6410604","8762075","6210586","10594319","9190718","19266092","6116065","2791938","3202996","2639421","5153412","2555655","5395610","8226254","13738270","9102026","2901728","16351193","0","0","4543793","8510575","48456","0","7483253","4078967","7308928","3707739","6220956.72007812","4399114.48901093"
"43",43,"38","13.333","96.86995","Unknown","[M-H]-","","0.62","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7010.57","190715_Poo_TruePooFK180310_Fullneg240","96.86995:1746434 97.8733:0 98.87666:0","","50391","0","8355940","6230574","1780895","2838144","4255954","14714455","1646963","11302103","2065590","2177308","9398527","10554176","963860","4783272","13925413","8640556","14948129","10145885","18656660","3476078","28434804","17261906","24101300","20983642","15330161","7758988","7032881","6168731","6949718","21470368","14725090","15628114","10224196","5811976","18423384","18123148","12640446","15046426","0","0","5257883","5023669","0","42305","5424990","3866952","3053430","46226","8794832.15078125","7263091.3795503"
"44",44,"39","9.324","96.92095","Unknown","[M-H]-","","0.34","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.11","190715_Poo_TruePooFK180310_DDAneg20","96.92103:638665 97.92438:0 98.92774:0","55.08391:6911 56.50206:7017 66.99439:8262 68.36765:6001 71.24582:7525 79.63687:6196 80.36276:6224 88.59256:7464 88.70456:7460 89.95153:6903 90.79084:6270 96.92107:47252 96.95895:51642 96.97649:7619","1124269","526057","386076","822609","1501064","586175","1111122","808433","7648412","1738749","407756","1638390","1034610","958167","8336794","1965778","1833485","984141","2287413","3083083","3096299","547573","1400950","7991236","4179010","8988378","2677292","3037907","2302191","7174240","8346356","878585","5902731","1344984","2331276","1456805","1679345","761332","2036725","2222452","0","57872","1365358","201463","0","0","1950471","464393","1029527","1376764","2271681.97773437","2435968.36924068"
"45",45,"40","13.227","96.94058","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","66872.23","190715_Smp_FK180310S62C1-DCM_B","96.94058:1983372544 97.94393:20074804 98.94729:114799816","","151079","41853","24821819392","25697843200","33438027776","36343435264","35822862336","57268400128","54533660672","55047938048","5001624576","35973402624","52805955584","214163","32986537984","34117750784","41330143232","40131366912","50033565696","46048129024","65328058368","47658713088","60552630272","48065261568","55668027392","55324098560","61575114752","45507530752","63184723968","68701986816","56233607168","44969414656","30020489216","51725688832","56632672256","40219623424","53662355456","49013653504","43557879808","44938383360","313806","51518","427892","104204","487561","46083","877095","58560","487745","14046272512","34359838210.3812","22940653308.4316"
"46",46,"41","13.38","96.95885","Unknown","[M-H]-","","1","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13702.18","190715_Poo_TruePooFK180310_DDAneg20","96.95894:1622114304 97.96229:16125696 98.96565:88270200","52.19984:374200 53.30947:357283 53.70927:375100 54.0923:368963 55.36712:377243 56.71075:344155 67.06347:425110 69.6028:370083 73.23956:415694 79.95621:106048216 96.71453:607441 96.90876:2432492 96.95896:1492839168 97.00715:1026847 97.011:1274939 97.02856:610575","38851981312","21879119872","24867946496","25786537984","18254194688","19533988","19317213184","57757220864","55336230912","55507243008","3113265664","31747896","412244416","30892034048","33137590272","34186184704","41525673984","56525025280","50142429184","52127330304","75976122368","47974805504","61758808064","63542476800","55900262400","55830675456","62379143168","45968457728","63939239936","69159428096","56809582592","49315950592","58026541056","51897020416","57299656704","51044081664","53946691584","1165676928","56082870272","45455052800","152217712","109702744","15758840832","13237460992","2928354","105919984","15962027008","13711288320","16160391168","14073968640","35848360758.84","23336071237.2315"
"47",47,"42","15.079","96.95892","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","78.83","190715_Smp_FK180310S62C1-DCM_B","96.95892:54582988 97.96227:654185 98.96563:4667506","","57436788","22315440","8021020","9419137","25311616","40433180","28155662","482343040","197325824","150448112","22557588","67616032","177724768","55978480","24453824","44124864","57644220","372927200","118322680","908730176","1981345408","485254432","233167008","677378944","156684576","432454560","571177152","173005888","655400832","127663328","388840416","367880352","154932288","280540736","517358272","216169776","370699168","103539432","472768256","45055660","2074445","4222832","7032524","19322450","2407626","3278555","9642953","16025111","4364262","21454032","227448618.5175","335204264.57899"
"48",48,"43","9.687","96.96863","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","61.31","190715_Poo_TruePooFK180310_DDAneg35","96.96869:11249618 97.97204:115153 98.9754:4559946","50.9637:6482 55.55462:6448 59.97227:6194 68.8082:7452 75.97002:7070 78.96571:10952 96.92101:29911","54301912","41862592","3130080","6715768","74840560","210239824","72069984","173607760","230691360","313578528","50946872","60771000","242031664","115631432","191165536","192268944","158006032","269081088","223429632","186323856","216401936","324712544","310668832","221964864","222008896","208515184","325569088","261862656","345140032","277021824","225477888","187403744","194993632","332319328","207147440","220630176","209105184","229516000","256804576","208196592","4432926","7545614","41073892","124345896","461179","1402864","122037656","85456576","192325584","80629504","170317330.640625","101082522.226054"
"49",49,"44","8.771","96.96864","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.29","190715_Smp_FK180310S80C1-DCM_B","96.96864:8327918 97.97199:112357 98.97535:3830370","","74711544","644712","49121256","61991812","9510998","11976057","11965676","49251608","34178348","51452860","10019875","19926244","14611236","917311","132882856","66686720","40601324","91575256","152719936","73048304","51812572","39316112","47236516","30793950","27583676","24865106","67764896","44418368","216143952","38028096","48272192","114957784","66542052","100649312","65550620","115059872","54798320","30550366","221229600","66199708","907385","2307466","168136","1851198","258107","1764170","48072","1538561","93437336","1143196","50659812.595","51272004.7347997"
